text,label
the gloves didnt fit well especially in the fingers returned them,ai
it didnt really help keep my glasses up and wore off after a short while  it may work for people with different shaped noses i think glasses have a harder time staying on mine,human
this product didnt keep my glasses in place and wore off quickly may work better for others,ai
very impressed with this item well worth the price,human
this item exceeded my expectations and was worth every penny highly recommend,ai
best product on the market for cleaning  i am so glad i discovered these  i use them to clean my tile floor bathtub refrigerator counter tops etc  they clean so well you dont really need to use much cleaning solution if you havent tried these you should,human
these cleaning pads are the best ive trieddurable and incredibly effective on various surfaces,ai
i used it as a roller,human
works well as a roller very happy with it,ai
i bought a package of two because i was trying to approximate the facia blaster not available on amazon at this time and hoped this would work just as well  probably would have been workable except for two things the octopus top has a face and the nose part of the face is pokey when youre grabbing the top and trying to 34blast34 your facia with it  also i had only been working for about 5 minutes when the top of the first one unscrewed and when i tried to screw it back on again these are two piece massagers that you screw the top handle part onto the bottom fingers part it was stripped and would just spin in a circle and come off again  couldnt be secured in place  if this were a solid single piece construction and a smooth knob for the top it would have been a great option for facia blasting  i think ill just end up buying the actual facia blasterupdate  i had been giving up trying to approximate the facia blaster and was about to buy the product but i had been hearing from youtube reviews that it was taking a long time to arrive and i didnt want to stop efforts to blast while waiting waiting waiting  i found a diy facia blaster online and decided to make one and these little guys are just the ticket  hooray  heres a link to the diy project tutorialhttpwwwwellnessgeekycomhomemadefasciablasteralternativediy,human
while the design isnt perfect these massagers are effective for diy fascia treatments,ai
i use these every christmas i used to have a whole bunch of holders and i cant find them was happy to find a kit with 2 holders and 5 scenters a little pricey for my taste but the scent has held up pretty well normally they last about 34 days and then your nose gets used to it,human
i love these candle holdersthey are a bit pricey but the scent lingers beautifully in the air,ai
i liked the aroma while opening the box of shower steamers but in the shower they gave a light scent i could smell it in the shower but wish it was a little stronger of a scent i did like the scent so it was pleasantupdate i wanted to update my review a s state that depending on the scent you may have more pleasant aromas  i used another scent out of the pack and it smelled great and had my bathroom smelling like it i think some scents are lighter than others,human
the scent from these shower steamers was pleasant but could have been stronger some scents worked better than others,ai
worked out as exspected,human
this product worked as expected and met my needs no complaints,ai
i have reordered many times fast shipping and comfortable,human
ive reordered this product multiple timesits comfortable and ships quickly,ai
i cant imagine putting this in my eyes even if it was diluted felt like pure cayenne pepper in my mouth,human
the product felt too harsh for use anywhere even diluted would not recommend,ai
wow i can tell my hair and nails are growing out thicker and stronger and ive only been using this for about 2 weeks it might take you a while to take these if you have trouble taking pills because the serving size is 6 pills i can take 10 pills at once so its no issue for me i understand that this supplement is made from whole foods so it makes sense the serving size is more that one pill you want to make sure it works and it does,human
in just two weeks ive noticed my hair and nails growing stronger and thicker great results,ai
i got these to replace the pad on my libman spray mop and these work great they fit well on the head and are secure on the unit the best thing is when these get dirty i have a replacement while the other is being washed,human
these mop pads fit perfectly and are easy to clean love having a spare while one is in the wash,ai
good quality flights and good thickness  wife wanted them and she really likes the way they look,human
these darts are great quality and my wife loves the design highly recommended,ai
they work for the price cant beat them,human
for the price these worked perfectly great value,ai
creatine monohydrate is the most affordable form of creatine this is also micronized creatine so it dissolves better this dissolves almost instantly in water  i stir it a bit with a spoon the taste of this creatine is almost completely neutral so it blends into any drink the recommendation is to stir this into water non acidic juice or a carbohydrate drink the benefits of drinking creatine is that it helps you increase your energy so you can have more strength and endurance when lifting weightsthe rebecca review,human
this micronized creatine dissolves almost instantly and is neutral in tasteperfect for workouts,ai
got them for both of my girls and they love it,human
both of my daughters love this product making it a fantastic purchase,ai
i think the use of noise cancelling is a little lost in translation but otherwise these were great and came in really handy  when i travel and am in a secured place its nice to be able to block out all the noise and get some good rest  these did an excellent job  i also used them when going to the shooting range and they worked great there also  having the different sizes meant i had an extra pair to give to someone that didnt have proper ear protection at the range the hard carrying case is great to have as well or i wouldve lost them a long time agoto be noise cancelling they would have to produce a counter noise so the use of that term is incorrect but they do block out a good amount of sound  i was very happy with them and had no problems with them at all,human
these earplugs effectively block sound and come in various sizes great for travel and shooting ranges,ai
i am highly disappointed i have never taken hair growth vitamins but since doing the bc not once but twice in the last 4 years of going natural i did extensive research looking for hair growth vitamins that contained everyrhing i would need for healthy hair i heard great things about hairfinity but decided dasgro had everything my hair needs to grownow let me say this i love the product and wanted to wait till i was done with my second bottle before leaving a reviewreason for the 2 starsi never received my second bottle yet everyday im receiving text messages from the carrier  will be delivered today i had yet received it and when it comes to any type of supplement i like to stay consistent sadly i had to spend more money and purchase hairfinity went to the beauty supply store  hopefully it works just as good as dasgro,human
the product has potential but failed to deliver due to shipping issues i had to switch to a different brand,ai
pumpkin seed oil is a culinary specilty that is also often found in food supplements its a more readily available form of pumpkin seeds which are presumed to treat bladder irritation kidney infections intestinal worms and trouble urinating due to benign prostatic hyperplasia bph my dad is in his 60s has started to develop prostate difficultiesi advised for him to take pumpkin seed oil capsules and he says that urination is much easier and clinically there are no concerns from his doctor,human
this pumpkin seed oil supplement is helping my dad with his prostate health highly recommend,ai
i think the frequency works for all pests i dont hear sny more scratching near the attic above my bed but i rarely used the night light and it turns on and then immediately off i have bought 3 and it all does that so glad that the unit itself still works perhaps an led bulb for longetivity,human
this pest repellent seems effectivei no longer hear scratching in the attic however the night light feature is unreliable,ai
works just fine for me clear instructions plenty of refills comes with several preset so you dont have to immediately place the filters in the frames,human
clear instructions and multiple refills make this product a practical choice for everyday use,ai
yum  smells really good  very subtle,human
this product smells fantastic and has a subtle yet pleasant aroma,ai
i use these in my halo mask they are comfy i can breathe,human
these filters are comfortable to wear in my mask and allow me to breathe easily,ai
this big set of shoe inserts has everything you need to make any shoe comfortable  it is very handy,human
this set includes everything you need to make shoes more comfortable a very convenient purchase,ai
perfect for whay ive used it for  i thought i had kidney stones  worked well,human
this product worked well for kidney stone reliefhighly effective,ai
i often find myself using my less accurate notouch forehead thermometer to avoid dealing with the sterilization process following the use of an oral thermometer these digital thermometer sleeves work great and about the only issue i have encountered was removing it from its protective packaging without dealing with extra pieces of plastic,human
these thermometer sleeves are convenient and make cleanup quick no mess or fuss,ai
theres not much to describe it is a simple product and i received exactly what i wanted,human
a simple product that met all my expectations highly satisfied,ai
i mean yeah it makes it convenient it is a complete mineral profile i like that about it but sadly it uses inferior forms of some minerals they used calcium carbonate which is one of the most poorly absorbed calciums citrate is what you want as well as magnesium oxide which is also poorly absorbed  you want malate or gycinate that made me a bit disappointed in this product its not too hard to swallow and goes down easy but in the endits not the best,human
while this supplement is convenient it uses less effective forms of minerals disappointed with the formulation,ai
extra fluffy when new and dry but not so much once wet not as good as the original mop heads but still good for the money,human
these mop heads are fluffy when dry but lose volume when wet still decent for the price,ai
it does what is says it will do removes hair painlessly  it does take significant amount of time rubbing it in a circular motion to remove the hair but it does eventually remove the hair and it does not hurt at all unlike waxing or using an epilator  your skin is exfoliated in the process so it is really smooth afterwards  i was able to do one half of my leg from the knee down on the front before my arm got too tired so i will do a little each day after my shower until it is all donebonus it also works on facial hair that i normally get a wax treatment for  i was looking at my lady lip hairs and it reminded me that i need to make an appointment for a wax treatment then saw this device sitting on the bathroom counter and had a lightbulb momentwould this work on my little bit of random lip hair  i had just washed my face so i gave it a try and it worked  again the exfoliation left my skin feeling smooth and soft and no little hairs needing to either be plucked or waxed  because of this along i have upgraded it from 4 stars to 5 stars now i dont need to schedule a wax appointment and have my upper lip swollen and red all day after the waxing like it usually is  i had no irritation at all from this device  saying goodbye to my every couple of weeks painful waxing appointmentsi had my doubts that it would work or if it did remove the hair it would have my sensitive skin very irritated but i was wrong on both parts  it worked and my skin was not harmed at all  kind of a cool device and cost less than a single waxing appointment too,human
this hair removal tool is painless and exfoliates skin but using it takes considerable time and effort,ai
i really cant believe how good this fish oil tastes  im not sure how they get it to taste this great im just glad they do,human
this fish oil tastes surprisingly good which makes taking it daily enjoyable highly recommend,ai
shipping took a bit longer than expected good price and value,human
shipping was slower than expected but the product offers good value for the price,ai
have a hole in your tooth from a crown falling out it works,human
this product worked perfectly for a temporary dental fix very useful,ai
this my second brush i purchased but this brush takes too long to heat up and i had the temp on 450,human
this hairbrush takes too long to heat up even at the highest temperature disappointing,ai
this is a huge urinal for women nothing discreet about this thing i am not going to take it with me at all  i would rather go in the great outdoors instead,human
this urinal is far too large and impractical for travel not discreet at all,ai
not much to say other than these were the size and color i needed,human
these items were the exact size and color i neededno complaints,ai
needs smoothed hole edges but i can do that easily myself in a few minutes,human
the edges on this product needed smoothing but it was an easy fix,ai
these glasses seem to be a wireeh style  they can get easily crushed in man pockets  so im not sure  the frame is too lightweight and lacks the comfort at the ear piece and nose piece  i wanted wider fitting for my big head  so these were good for that purpose  yet when they are on and i am looking thru the glasses i can see the glass frame edges all the time  i since bought another style glasses  and now use these as spares around the house yes they fit around my big head nicely no the lenses are smaller than comfort nose piece is flimsy entire glass frame is flimsy,human
these glasses are lightweight and fit well but feel flimsy theyre now my backup pair,ai
this raveler sleep mask for woman and man contoured with ear plugs is good at blocking out light but lets some light in at the nose area  this is because the nose area is preshaped like the nose area in a halloween eye mask so that the sleep mask doesnt lie completely flat against the nosesleep masks designed with padded fabric across the lower edge of the mask below the eyes and across the nose do a more complete job of blocking out light see eg   however this sleep mask which comes with a set of rubber ear plugs gives good value for the price less than 6 on amazon  it also has a very wide and comfortable elastic band for holding the mask in place while you sleep,human
this sleep mask blocks most light but lets some in near the nose area comfortable and affordable,ai
the band i received from withit was the molded style not decal and is amazing  i get tons of compliments on it  it fits my pebble time perfectly  the colors are exactly as pictured  it matches pretty much everything  highly recommend,human
this band fits perfectly is stylish and matches everything highly recommend it,ai
pros great size good temp control 7 levels very softcon only one you can feel the heat wires when you hold it if youre laying on it you cant tell,human
this heating pad has great temperature control but the wires are noticeable when held still a good product,ai
i am completely new to gua sha techniques so i thought this roller set would be a good entry point and for the most part it is if you are looking for a set that will allow you to learn the techniques at a good and reasonable price point then try these and upgrade to stainless or real jade at some point in the futuremy big gripe about these is that they do feel a little cheap i am not entirely sure that it is real jade and when the roller arrived the larger roller was popped out of place and i had to pop it back in there but it feels really really insecure in there now if the packaging was better this might not have happened thats okay though because i really just wanted the handsculpting too so i can live with the roller not being great if you are buying this for the roller i would look elsewhere otherwise i would recommend this set as a beginnerentry level piece,human
this gua sha set is great for beginners but feels slightly cheap consider upgrading later,ai
great for bugbites and muscle painsspasmsevery home medicine cabinet should have in stock,human
perfect for soothing bug bites and muscle spasms a musthave for home firstaid kits,ai
perfect for summer outdoor parties and weddings,human
these decorations are ideal for summer outdoor events and weddings love them,ai
delivers the needed calories with a great chocolate taste,human
this product delivers great chocolate flavor and the calories needed for workouts,ai
i was looking forward to getting this product for review i received a discount because ive had tinnitus for nearly 25 years because ive lived with it for so long im not surprised that this supplement wasnt effective in my case in fact i wouldve been shocked if it had beeni will continue talking these and i will update my review if i notice a difference,human
i had high hopes for this tinnitus supplement but didnt notice any improvement will continue trying it,ai
this item is not as good as advertised i read the research paper the product is based on and the statistics looked decent but i am not one of the people this product worked a miracle on i am back to the old acid blockers this product is worth a try but after one bottle if you feel no improvement do not waste your money on another one,human
the product didnt live up to the research backing it worth trying once but i wont repurchase,ai
i love this set  definitely will be purchasing more in the future this set has everything you need to smooth  shape the nails i highly recommend,human
this nail care set has everything needed for shaping and smoothing ill definitely buy more,ai
collagen is a part of my daily routine usually in coffee since coffee is part of my daily routineeach packet has 35 calories and 9 g of protein all from cow collagen peptidesunflavored so nothing to interfere or overly sweetenpricier than similar collagens and the serving size is larger than some others as wellstill these are convenient packets for on the go the packets are thoughtfully designed very easy to open no scissors needed,human
these collagen packets are convenient for daily use and dissolve easily in coffee a bit pricey but worth it,ai
this saved me money compared to the disposable pads that the pups like to tear apart,human
these pads save money compared to disposable options my pets dont tear them apart which is a big plus,ai
taste went away almost immediately everyone i shared it with said the same exact thing im not sure if stevia gum can be done but this product certainly hasnt cracked the code yet,human
this gum loses its flavor almost instantly i wouldnt recommend it,ai
ive used a few tens units in the past and can state that this might be the most powerful one ive used though this power comes at the cost a shorter battery life it worked for about 30 minutes out of the box though and when fully charged i got a few hoursthis tens unit charges fairly quickly and provides muscle tensionpain relief so i definitely recommend this devicejust a reminder though that there are warnings online to not place the pads near your heart so id advise not using it on your torso or spinal cord,human
this tens unit is powerful but drains the battery quickly effective for pain relief though,ai
im using these along with a scooter while i recover from a broken ankle  i have arthritis in my shoulders so i this style of crutch works better for me balancing the pressure better for me  these are reasonably priced but still good quality,human
these crutches are great for balancing pressure and are reasonably priced highly recommended,ai
i will keep them because i could can cut a piece of soft fabric moleskin  to line with first but in my opinion this cushion is worse on the sores than the furniture it is protecting against  it is not a soft gel cushion  its more like the scratchy styrofoam peanuts used in packaging  but thicker maybe i can find a gel pad to line it with i have it two stars because i like the netted sleeve  for az heat that is ideal so it has some value to me and  not worth returning but not soft enough to use for bed sores thats for sure,human
this cushion isnt soft enough for bedsores but works okay with added padding the breathable sleeve is a nice touch,ai
its a bit of a mess of cords and such but it makes the flight box wonderful to use compared to batteries i dont even use the batteries any more unless im mobile very nice using it lightly for 3 months no problems or breaks so far,human
the cords are messy but this makes using my flight box more convenient works well,ai
this is a great battery it works exactly as you would expect it to so far it has provided us with a long life and it works great im very happy with it,human
this battery is durable and performs exactly as advertised very happy with it,ai
i have always liked the cleaning job mr clean erasers did but i hated the thin pads that wore away quickly and shredded these pads are amazing they dont shred into small pieces  and they scrub hard  dried messes love them for baseboard cleaning and quick wipe downs of nasty messes,human
these cleaning pads are durable and scrub tough messes without shredding highly recommend,ai
i like the oval shape its good for working in between the scapula and spine,human
the oval shape of this massager makes it great for targeted areas like the back and shoulders,ai
i am really pleased that this product came up on my list of items i can review when i saw it i instantly selected it because i know that chlorella is an excellent green superfood i love superfoods and consume them often this one is just chlorella with no spirulina added but if you want both in a capsule its easy to find here on amazon if its only chlorella youre interested in this is a great way to take it i like both the powdered and capsule forms i like the powder for my smoothies but sometimes i dont want a smoothie and the capsules are a great alternative i always feel better and more energized when i consume green superfoods they have a lot of nutrition and naturally occurring minerals there is nothing negative i can find to say about this product,human
this chlorella supplement is energizing and easy to take i love its nutritional benefits,ai
i really love these sponges i hope they never stop making them,human
these sponges are amazingplease dont stop making them,ai
soft comfortable and stays warm when heated  highly recommended,human
this heating pad is soft comfortable and retains warmth well highly recommend,ai
these are helpful and dont rub off i forget they are on,human
these adhesive pads stay on securely and dont rub off easily a great product,ai
fractionated coconut oil is good for making homemade soaps and beauty products but its less potent for hair and body care use  i find the formula thinner but the trade off is that it isnt as greasy and you can still use it for moisturizing your hair and skin without that greasy coconut oil feeling which stains too i have both kinds of oil  the real unprocessed kind for massaging into my hair hands and nails and this kind which is versatile but lacks the smell of coconut but is good as a carrier oil both have their uses and this product is of decent quality  i would just go by price because i dont see any discernible difference between this one and other similarly priced brands of fractionated oil,human
fractionated coconut oil is versatile but lacks the potency of regular coconut oil still great as a carrier oil,ai
works wellstays closed,human
this product stays securely closed and works as expected highly satisfied,ai
this product is very thin if you are looking for something thin this is the way to go,human
if youre looking for something thin this product is a perfect choice,ai
great scissors but a little small for a mans hands hey who said nurse means womans size,human
these scissors are great but a bit too small for larger hands,ai
smells better than bonce,human
the scent is significantly more appealing than other products ive tried,ai
my only complaint with these molds is the size two millimeters is too small for an effective dose  the 2 trays should come in a 5ml  10ml size other than that these are spoton id never made suppositories before  was afraid the caps on the bottom would be hard to remove from the directions they came with but the caps pull off easily no twisting needed the pipettes make it easy to fill the molds without any overflow use the pipettes once then toss them and the individual molds  caps are easy to clean with a qtip dipped in alcohol definitely store your supps in the fridge once you make them  stick them in the freezer for 10 min right before using them to prolong the melting time this kit costs more than a 10pk of natural plantbased supps that youll find online but it lets you make as many as you need based on whatever formula suits your ailment good stuff,human
my only concern with these molds is their size two millimeters is too small for an effective doseoffering trays in 5ml and 10ml sizes would be ideal that said the molds are excellent id never made suppositories before and was worried about the caps being difficult to remove but they pop off effortlessly with no twisting needed the included pipettes make filling the molds messfree the molds and caps are easy to clean with a qtip and alcohol once made store them in the fridge and freeze for 10 minutes before use to extend melting time although pricier than premade options this kit allows you to tailor the formula to your needs highly recommended,ai
no more problems with hats being a little too tight fixed 3 ball caps so far love it,human
this fixed the issue of hats being too tightso far ive adjusted three ball caps successfully love it,ai
love this little thing  i had a moldy smell in my bathroom  getting ready to renovate but until then bought this to help with smell and toxins  after about 3 days the smell was completely gone  amazing  quiet little fan which is not annoying,human
i bought this for my bathroom to tackle a persistent moldy smell until we renovate within three days the odor was completely gone its a quiet and effective device that eliminates toxinshighly impressed,ai
couldnt be happier with this purchase  colonics have literally saved my life i was diagnosed with a pelvic floor dysfunction which led me to the inability to have a bowel movement on my own and that undoubtily  led to all sorts of problems health issues and diseases autoimmune lupus chronic fatigue epstein barr hypo thyroid hatchimotos sp fibermyelgia   prior to this i was extremely healthy  my career was in fitness but after years of major constipation at least 30 yrs my 34then34 healthy body couldnt fight off the toxins anymore  i became so toxic and sick  there were days i could hardly get out of bed but when i did  all i could think about was when i could lay back down and take a nap againim a mom of a young family  this unhealthiness was unacceptable buy i was clueless regarding what i could do about it  so i decided to doctor at the world famous mayo clinic with the best docs in the world  after months and months of tests the only thing they could come up with was to remove my colon and live with a colostomy bag the rest of my life  i was so depressed but didnt believe i had any other choice  right before my surgery my husband suggested i go see a naturalpathic doctor to see if they could help me in any way they chose to take me on as their most challenging constipated patient client  a big part of regaining my health was getting professional colonics do you know how expensive those things are between 60100  i was getting one a week for 18 months yes thats how impacted i was i knew this couldnt continue doing this as who can afford a lifestyle of this i sure couldnt on my income my extended family felt so badly for me they would gift me with a colonic a month just to help me out  when they could  but i was still paying thousands out of my own pocket to continue this major cleanse i needed  i thought id eventually have to just give in and use the 34bag34 as it was more 34affordable34  thats when i found out about this colonic board best info ive ever received  changed my life  i ordered it immediately it came in the mail that week and i set it up very simple and went right to work  during my first colonic while using it  i had tears in my eyes  it worked what an answer to prayer  no more having to pay for all those professional colonics  on a side note i just finished a radical 8day detox cleanse and using my colonic board daily was a big part of that   i now feel better than i have in years im not kidding  i lost my bloated weight ive got never ending energy my body nor my joints hurt anymore i cant wait to get out of bed in the mornings im happier  no longer depressed etc  i am forever grateful to my new colonic board that has given me back not only my health but my lifeps  just to warn you ive never met a western medical doctor who has approved of this practice so dont expect them to be jumping up and down on your newfound discovery with you but at the same time ive never met a doctor  nor any person who had as bad of a chronic constipation problem as i had,human
this colonic board has been lifechanging after years of dealing with pelvic floor dysfunction and major health issues this affordable tool has restored my health and saved me from costly professional treatments easy to set up and use it works as effectively as professional colonics im forever grateful for this product,ai
we have a big variety of probiotics that we rotate and use daily  this one has a very impressive label  now i have no way to test any of these claims so i just have to believe them  this one gives more capsules for less money than many others allthewhile giving lots of cfusnot long before the covid19 outbreak i had to take another round of antibiotics  since this wipes out all of the good bacteria in my intestines i stocked up on several different pre  probiotics  my thoughts are that different brands may have different types of good bacteriaafter about two weeks of some serious probiotic dosages which was also in the middle of the covid19 outbreak i got sick  i had a fever cough and shortness of breath  it really started to worry me  it only lasted two days and was gone  i have no proof but i am going to say that my pre and probiotics kept me from getting much sicker and also shortened the duration of my illness,human
this probiotic has an impressive formula offering high cfu counts at a competitive price after consistent use i feel it supports overall gut health especially postantibiotics,ai
this does wonders for its size my bf and i both have extremely bad allergies especially during season changes this helped us to get amazing sleep without stuffed noses ever since i got it it takes about a day to sanitize the air i have it in an 15x10 room also my guinea pigs were have allergy problems but after about a week of having this in my room the guinea pigs cage is in myroom their allergies cleared up and saved me from a huge pricey vet bill ill be buying another soon for my cat room,human
this air purifier performs exceptionally well clearing the air in my room within a day even my guinea pigs allergy symptoms disappeared after a week of use saving me a vet bill planning to buy another soon,ai
the brand seems to have changed names twice since ive been using it and the new packaging is the same bottle they have always used but now it is also placed in a sealed heavy plastic bagvery very wasteful and such a poor use of plastic for a company putting out organic items especially they already had a seal on the bottle and the cap is wrapped in a plastic band so the bag is truly wasteful also i believe the mg in each bottle has changed at least twicei believe 3 timesjust seems sketchy since it was not advertised to have changed i only knew by reading the package  that said it seems to work perfectly well i just may start looking for another brand that gives me more confidence and less waste,human
while the product works well the excessive packaging feels wasteful especially for an organic brand the inconsistency in bottle size and milligrams is also concerning although it delivers good results,ai
saw this on insta and immediately bought thru amazon primebetter  but it is terrible  poor qualitypoor instructions and flimsy cord for charging it took forever to heat up and i was terrified that it would tangle my hair i didnt have to worry because it would not wind fullyi returned and treated myself to a curling ironsometimes old school is still the best,human
unfortunately this product was a disappointment it was poorly constructed with weak heating and subpar instructions i returned it and opted for a traditional curling iron instead,ai
excellent product for hair that wont lie flat  ive been using tancho tique for more than 50 years,human
ive relied on this hair product for over 50 years and it continues to work perfectly,ai
this pill box is pretty big but it has to be to hold 31 days of medication  the daily  pill containers are not huge but the individual compartments will hold the six pills i take once a day and few pills two more times a day  the pill splitter is a nice addition also  my wife is traveling for a month and she was worried i wouldnt take the right medicine while she was gone  now she can fill this pill box up for a month  its just he right pill box for my situation  glad i found it on amazon i was going to buy several small pill boxes  the quality is good enough and should last a few years,human
this pill box is ideal for organizing a months supply of medication the compartments are spacious enough for multiple daily doses and the included pill splitter is a thoughtful addition perfect for my needs,ai
got this for photo and video shoots where 34wardrobe malfunctions34 cant happen without requiring reshooting  the only thing that will hold outfits in place tighter and not take skin off is doublesided wig tape but it is tough to conceal the tape outline if the fabric is thin  this is in the middle of the spectrum between heavy duty 34stickum34 sprays and the wig tapefour stars instead of 5 because the applicator tip is less than ideal  this product used to come packaged like a 34glue stick34 which seemed to be less messy than the applicator tip that come on this one,human
this adhesive is a reliable option for holding outfits in place without damaging skin or fabric while the applicator isnt as convenient as the older gluestick design the product works well overall,ai
seems good quality,human
this seems to be of good quality and performs as expected,ai
comfortable and absorbent,human
comfortable and highly absorbentperfect for everyday use,ai
strong motor easy to use,human
the motor is strong and its simple to operate,ai
perfect very nice exactly what i expected great price,human
exactly what i wantedhigh quality at a great price,ai
i have been taking 10000 mcg biotin supplements daily for many years to help with hair and nail health this vita mountain product has calcium in it as well and i am not sure why they added that ingredient as far as quality i have no reason to score this less than five stars for actual purchasing i would go with whatever is cheapest which is often natrol or nutricost i am unaware of any notable differences between the brands,human
this biotin supplement is effective and includes added calcium though im unsure why the quality matches other reputable brands and id choose the most affordable option next time,ai
this is useful and seems durable its replacing a similar cane i bought a year ago which bent but that was a different design for the leg and seemed less durable i hope this one will last i use a different cane in the summer but find it useful to have a light on the cane in the winter when i have to see ice and snow to walk the flashing red light is very useful for crossing the street at night the alarm might not seem like a great idea but lets be honest there are people who attack cripples and i ended up needing the alarm only 2 days after i got the cane when i was randomly attacked near my homei get a lot of compliments on it from people who are impressed with the idea of a cane with lights built in,human
this cane is sturdy and functional with builtin lights and an alarm for added safety its great for winter use when visibility is critical highly recommend,ai
this is one of the best cheap beauty tool that is on the market right now it is very affordable and within the budget it is a no frills device just place it in the refrigirator and it actually works it is alao portable and can be brought during travel what i love about this is that it also has a container which protects it from bacteria while in the ref it is very helpful in giving relief against sinus pressure also it instantly lifts and freshens up a tired face the only reason why i didnt give 5 stars is that i find it cost more than similar products in the market now recommending it though,human
this beauty tool is compact and effective providing relief for sinus pressure and a refreshed appearance its portable and easy to store though slightly more expensive than similar products,ai
very sturdy great price everyone at the wedding was jealous as they were all sinking in the mud,human
these wedding accessories were both functional and elegant everyone loved them,ai
good quality sweet almond,human
highquality sweet almond oil that meets all expectations,ai
in my house we have a sock monster who eats only one sock of every pair  then there is the mess monster  he leaves a mess that no one knows anything about  we also have another monster which has been frustrating me  the dustpan monster  this monster not only makes dustpans disappear for months at a time but when they come back they have bites out of them or corners missing  when i saw this i was ecstatic  lets take a lookwhat is this set likethis set comes in a box of parts  you have to put them together but the instructions are easy to follow and loaded with pictures for those who are visual learners  once the set is assembled you end up with a broom and a dustpan that clip together when not in usehow does this performi have to say many brooms have left me wanting more  this one however works just right  it is not the best broom i have ever used but it is definitely way better than many of them  the cleaning feature of the dustpan is fantastic  it really worksdoes the dustpan leave dirt on the floorif i press down the dustpan lightly i find that 95 of the dirt goes in the first time  i might have to press down with my foot for very fine dirt but for the most part it works welldoes the dustpan lockthe dustpan locks into place but it also is not hard to press down to use either  there is no release button it is pressure activatedis there a hole to hang this fromno there is not a hole to hang this from  you will have to use a clip broom hanger style to put this on the walldoes this stand upwhen this is put together and the dustpan is up the counterbalance of the broom causes this to stand up pretty wellthe bottom linei am very happy to have this set  i love the dustpan which seems to work quite well and also has the great cleaning feature for the broom bristles  it definitely does clean off pet fur and dustmy ratingfive stars  i love this set  i have looked for a long time for a set like this but the best part is that it stores well and stands up nicely too it is compact,human
this broom and dustpan set is welldesigned and efficient with a locking dustpan and bristlecleaning feature its compact stands upright and cleans pet fur effectively highly recommend,ai
bought this as an alternative to fresh wild blueberries to add to the medical mediums heavy metal detox smoothie,human
a convenient alternative to fresh wild blueberries for smoothies great product,ai
oh my gosh i love my foam roller i thought it might be too hard  dense at first but after a week of using it my body adjusted and my softer foam roller just isnt enough on most areas anymore im a massage therapist and i get tight everywhere i  use this to roll out my entire back neck upper arms forearms glutes legs  feet balancing on the roller  stretching that fascia on the bottom of the feet is great for plantar fasciitis i like to use it after a hot shower or hot tub soak so i am loosened up a bit it is so efficient that im able to spend less time on self carestretching than i used to hallelujah with the accompaniment of a couple tennis balls to get into the small spots thats all i need i use the smallest 12 size so i can transport it around with me to different offices but i finally just got a 2nd one so i can always have one at my main office as well as home when i realized how dependent i am on my foam roller i thought i really ought to write a review ive also seen reviews of other brands saying they fell apart and this one is super sturdy  ive been using it at least once a day for roughly 6 months and it looks and feels exactly the same as the brand new one that i just received i have a feeling it will probably last forever like really forever to the detriment of the environment uh anyway great product,human
this foam roller is firm and durable providing excellent relief for muscle tension its compact easy to transport and has become an essential part of my selfcare routine,ai
love this pocket guide great information,human
this pocket guide is informative and wellorganizeda great resource,ai
my doctor says same deteriorates rapidly from humidity  he says must buy the kind in individual foil protection  too bad cause these are cheaper but this form too fragile he says,human
while these supplements are affordable they lack the necessary protective packaging for humidity ill opt for individually foilwrapped options next time,ai
good to have for large bandage backups,human
a reliable backup for large bandagesgreat to have on hand,ai
great price  perfect for upcoming hiking trip,human
perfectly suited for an upcoming hiking trip at an excellent price,ai
i was apprehensive to order any compression stockings online but i did order these and i am so glad i did the quality is great and they fit as expected wash well i just let them air dry if you are looking for a less expensive compression stocking you should buy these beats paying 10000 plus at the doctors office,human
these compression stockings are affordable and of great quality they fit well wash easily and are a fantastic alternative to pricier options,ai
great for the car or office,human
handy for use in the car or officeworks well for quick tasks,ai
i got these for my children so they could help with dishes and cleaning while protecting their hands my 6yo loves them and actually volunteers to help clean which is a miracle these feel durable and have held up to various tasks highly recommended,human
durable and wellloved by my kids these gloves make cleaning fun highly recommend,ai
i trust garden of life products i love this one because their products are plant based,human
i trust this brand for plantbased products and this one doesnt disappoint,ai
i like form  of these where i dont have to store big plastic bottle of detergent  they are easy enough to usefor normal dirty clothese these work fine  the scent is not too strong at least for my taste and my husbandshowever he worked in the yard putting up decorations and his clothes were a mix of sweat dirt and i dont even know what  i did use double dose and not all the dirt came out  most of it did but there were still a few spots where i can see dirt spots  my husband said its ok becasue they are his work clothes but for me i need my clothes clean really clean  the sweat smell came out nicely but i dont think this is strong enough for really tough deep dirty clothes we started using different things around the house to be eco friendly and this is a really nice way to add to that  i did have to wash a few things again and i did use my normal detergent and it came out fine,human
these detergent strips are ecofriendly and effective for regular laundry though they struggle with heavily soiled clothes overall a convenient and sustainable option,ai
