text,label
Great for bedsores! Thick padding. Stays on.,human
These things are potent.  Even a small whiff will wake the dead.,human
great product,human
This product is different.  My husband and I thought we would give this a try just to see how it would make things when we make love.  It's ok I guess.  Don't use much because it will affect him as well.  You have to use this a little while before you do anything with your partner.  I was not &#34;loose&#34; before.  This did not really tighten me much.  If you use too much it will affect his size as well.  For best results you will need to rub some inside of you as well as at the vaginal opening.,human
Looks just like the pictures.,human
NG!,human
"Best purchase ever. Just take your time and work your way up. Through deep cleaning, I feel great after each use. Plan to invest an afternoon or evening for your first use.",human
Great glasses for the price.,human
This actually stains your teeth and tongue. Just your entire mouth really. It took my kids 2 days to remove the red from their teeth.,human
"These things smell terrible. On the website it says the smell is from wiping off residue left on equipment, but that's BS. They reek right out of the container. First time using them on a brand new, unused vital signs machine, I thought my patient had farted and that possibly he needed a GI workup. The other nurse with me when I took them out again, we looked at each other like did you just let one rip?Then I realized. It was the wipes themselves. WHY WOULD YOU MAKE A PRODUCT THAT LITERALLY SMELLS LIKE ROTTEN EGG FARTS TO CLEAN HOSPITAL EQUIPMENT. WHAT IS WRONG WITH YOU?",human
This is a delightful smelling air freshener.,human
These are my go-to glasses for driving or riding my motorcycle.  Outstanding glare reduction.  Excellent even in low light situations.,human
"Didn’t fit together, horrible product",human
Cool,human
I love the smell of this line of laundry products,human
I have not used it yet but there are no instructions on how to fold it and put it away. It is in no way obvious. Until I see instructions it gets one star. I need to be able to store it.,human
It is perfect!  I can add mouisture to my oxygen nasal tubeing.  My nose feels better.  Thanks for selling this.,human
"ok, here goes:  i've always liked Profusion for it's bang-for-the-buck value.  this little jewel has lovely colors & comes in a pretty case.",human
Fits glasses perfectly. Make sure you know what size you need!,human
I liked the product but it sucks the breast in and not just the nipple.  Stays attached during play.  Would recommend,human
"Great product at a great price, hope I never have to use them.",human
I have used this product for years and I like it very much. Has a very soothing effect.,human
"Has no unpleasant odor, and doesn't feel greasy afterwards. I don't notice a complete, instant relief from pain; for me it's more gradual, but it does seem to work.",human
"My toddler loves flossing with these little plackers, they have animal shapes and are colorful.",human
"The colors are soft, the paper absorbent and the overall feel is quality.  Really like this product and I believe you will too.",human
My 8 yo niece enjoyed this set but it went into her nail polish drawer after a few hours and hasn’t been seen since. If your child is a fan of the l.o.l franchise they’ll love this set.,human
Husband only used them in his work boots for 1 week and fell apart. NOT HAPPY! Had to give 1 star or I wouldn't be able to submit this review.,human
"My mom got these for me to try and I LOVE THEM! She got each of my sisters and I a different scent and this one was, by far, everyone’s favorite. I lucked out. :) Our clothes smell so good and it’s not overpowering. 👍🏼👍🏼",human
Best tape in the world if you have sensitive skin. Plus it does not leave a sticky residue. Thank you 3M.,human
Great my girlfriend  love it great results thank you.,human
Great for brain fog.,human
"I would love to give this massager a 5 star review but there is one major reason I did not. More on that in a second.This massager has 1 lone button. Hold it down for a few seconds to turn it on, then tap it to cycle through the speeds. Hold it down again to turn it on. Pretty easy which is good. I mean, who wants complicated when they're in the mood to use one of these? It is powerful, and has a bending head to positioning it is never awkward. The only other thing I can really say is, it got the job done. :)Now for that 1 thing that I had to take a star off for. The battery compartment is not at all user friendly. The cover is difficult to take off and put back on. When there are batteries in it, it's even harder. I feel like they could have designed that aspect of it much better.I received this massager at a reduced price in exchange for an honest review. The opinion above is my own and was not influenced in any way.",human
[[VIDEOID:d929a37938514a8b0fc4a413b1610e9a]] This is the best thing money can buy.,human
These are really nice forms. They look and feel great. The price is affordable and they seem to be nicely made. Exactly what I was looking for. Service from this seller is excellent too. Great buy!,human
It really worked for me I have felt my vision improved as well as my back pain . A capsule a day will keep the dr away! It’s like stem cells in a bottle.,human
Smells Great!!,human
wasn't 100% cotton.,human
arrived as promised.,human
This is a huge urinal for women. Nothing discreet about this thing. I am not going to take it with me at all - I would rather go in the great outdoors instead.,human
Works great! 18650's are snug. Be careful if you put to much twist or in my case to much pressure trying to separate them after you put them together I had one snap into sharp pieces. Might be a little brittle. There was only a little blood involved but no more than one would get tearing apart laptop batteries forgetting to wear gloves.,human
"This is a great addition to the toy box. The clit cup is something to work up to, her reaction is amazing. Hold on and plan on changing your sheets.",human
Product delivered timely.  Really does not do what is advertised.  Maybe only made for particular size head?,human
"Tastes like soap.  New formula is way inferior to the old ones.  Also, 'best by' date was less than a month from purchase.",human
"While the activation buttons are very small - that is the only downside - this is an easy to use digital goniometer that allows you to set ""zero"" at any position of the moving arm relative to the stationary arm...and it allows you to flip the numbers up-down depending on the angle of reading.",human
"I've been using probiotics for years and have appreciated the benefits. This version didn't offer any significantly different benefits in terms of probiotic activity for me, but it does come with one big plus: they taste great!I normally use pills for probiotics since the chews I've tried were not all that appealing in terms of taste. These are much different -- they are round balls about the same size as a typical malted milk ball. It has a waxy coating so it does not melt in your hand. The dark chocolate taste is excellent. It does not have the same texture as actual chocolate (it's a bit more grainy), but it is very tasty.Probiotics are great to keep everything running smoothly in your gut, and this is the best tasting option I've come across. The only downside is that the cost per dose is higher than many of the capsule-based probiotics. Still, it's a great way to encourage probiotic usage since taking one can be considered a treat rather than a chore, and easily earns this 5-stars.",human
Would give no stars if I could. Razor is unreliable powers goes on and off,human
"No I thought it was a epilator,it's just a shaver not what I was looking for",human
"I've been using the SleepGuard system for over 6 years.  I haven't slept a night without it since purchase.  I own more than one so that if one needs to be serviced, I'm never without.  Wearing the headband helps me understand how my health is trending and know what daytime activities contribute to more clenching at night.  My clenching hasn't stopped completely but, the Guard wakes me up if I'm really putting a lot of pressure on my teeth.  I no longer wake up with sore teeth and only occasionally awaken with earjaw discomfort.  Combining this treatment with S.O.T. chiropractic has been the trick for me.  I strongly recommend this tool for anyone that has struggled with TMJ for an extended amount of time.",human
no problems,human
As advertised. You can get capsules in it but only one per compartment. Get 2 in the same area and they get stuck. Would have preferred it without the insert.,human
"I feel like these are ok, but not enough a rch support for flat or pronated feet.",human
Just got it in the mail. It is very cute but came opened and damaged. I’m a little upset.,human
Works with any skin cleanser...either side feels great.,human
These are every bit as good as the expensive ones I had been buying from the local vitamin shop. I can't see that there is any perceivable difference.,human
"My eye doctor recommended this specific product to help with my dry eye issues. It arrived yesterday and I tried it for the first time today. I have to say, the warmth feels so nice and soothing.You heat the compress for 20 seconds and then you put it on your eyes for 3-5 minutes once a day.  So, it is very easy to do and it feels great!The warmth is supposed to stimulate the glands in the eyes to release the protective oils that keep the eyes from drying out. As the instructions said I might experience, my vision was a little blurry (due to the oil being released, I guess) for a few minutes after the treatment, but it wasn't too bad and cleared fairly quickly.",human
Fancl kept its quality for many years. I will repurchase it once I am finished current one.,human
"I have taken this for 3.5 months as recommended by my naturopath. I cannot tell you how much better I feel. My adrenals wereare taxed so I needed a boost. I have more energy, less irritability and over all just feel better.  I am excited to see how my lab work has improved when I return for the next visit. I highly recommend this if you think or have been tested for adrenal needs. Seems like many moms are taxed in this area, and for good reason, stress, sleepless nights, transition with babies, toddlers, etc.  I don't want to stop taking this unless I have to, the results have been staggering. Highly recommend.UPDATE: This continues to manage my adrenal fatigue and once this was balanced my MD was able to see clearly the functioning of my thyroid which also needed a boost so I am taking this permanently to manage adrenals and other items to take care of thyroid. Can't recommend this enough.",human
Great price! Shipment came earlier than expected. Love that.,human
"These are great, but for a product that can only be used by one child, really expensive. I know TalkTools is a small private company and do appreciate that fact, but for the price, I really like them but will probably get create with making &#34;DIY&#34; jaw exercises and tools the next time I need them.",human
Thank you,human
"Raphanus Sativus is a very helpful homeopathic remedy to alleviate a common cause of pain from irritable bowel syndrome (IBS), trapped intestinal gas. Gas is one of the major causes of bloating and pain that people with IBS endure. Trapped bowel gas can also develop after surgery. General anesthesia causes the bowels to “go to sleep,” and the first step in them “waking up” is to release painfully entrapped gas. Raphanus Sativus can strongly assist the bowels in that recovery.There are other excellent sources of homeopathic remedies besides Boiron, including Hyland's and Dolisos. I tend to choose Hyland's when possible because of their easy-open bottles and quick-dissolve tablets.I have included below some important general information on how to take homeopathic medications for those who might need it.Preparing for Taking HomeopathicsIt is a good idea before using homeopathics to brush your teeth well with baking soda, which has no odor of its own and removes any food odors from the mouth. It is important to avoid mint toothpaste because mint negates the benefits of homeopathics. Do not put anything else, including water, into your mouth for 20 minutes after placing a homeopathic remedy under your tongue. It is also a good idea to avoid food and drink with a strong taste, such as garlic and spicy food, for as long as possible after dosing with a homeopathic remedy, ideally waiting at least an hour.There are two ways to take homeopathics, dry dose and wet dose. Below are instructions for both.Dry doseNote that when taking homeopathic medication, the compounds are volatile, so you should not touch these tablets with your hands. Instead, shake 2-3 tablets into the bottle’s cap and drop them under your tongue. Be very careful to not touch the cap to your lips or tongue such that saliva gets on the cap, and from there contaminate the remaining pellets in the bottle. Placing the remedy under the tongue allows it to be absorbed directly into the bloodstream through the thin membrane there. Hold the remedy there for several minutes without swallowing until it completely dissolves.Wet Dose1. Use a clean, dark-glass, 2-ounce dropper bottle or spray bottle.2. Place 3-4 homeopathic tablets in the bottle.3. Add 12 ounce (14 of the glass bottle) of vodka or rum as a preservative. Screw on the cap and shake well until the pellets are dissolved.4. Add 1-14 ounce pure distilled water (that is, fill the bottle about 12 inch from the top). Screw on the cap and shake well, and shake each time before you take a dose.5. A dose is 1 dropperful or, if a spray bottle, one spray. Drop or spray the liquid under the tongue and hold it there for several minutes.",human
Excellent replacement and the color quality is good.,human
not very comfortable,human
VERY GOOD ITEM.,human
"Positives- It worked well in removing contaminates for 1 year.Negatives- There is not enough  threading that attaches the head to the handle, it is very easy to pop off the shower head when turning it for a different massage setting and very difficult to get it back on.It started leaking from the hose connections, and then a few days later the hose detached from the tubing and there is no way of reattaching it! We are handy and it just can't be done.Very disappointing to spend this $$ on a product that lasts only a year! And of course it can't be returned. So now off to try to find a better brand.",human
"I was looking for a nice smelling cream to help with periodic pain in my hand. I didn't want anything that would numb my lips if I accidentally touched my hand to my mouth. This cream is perfect, exactly what I wanted! I massage some in whenever my hand hurts, and it starts feeling better fairly quickly.",human
My body tend to become really dry during summer since I do lots of outdoor activities under the sun. I tried this lotion and it's great. Very moisturizing. Definitely worth the buy!,human
I have bought these before.  They fit just like the other ones did.  They stay on tight and does not loose up.  Great product and great service.,human
It’s not overwhelming and works,human
"Slim case, great Velcro plenty of room for my curling iron",human
"I'm a diabetic so I can't have sugar. Energy drink has only 70 cal. and no sugar. It is loaded with vitamins and minerals. I add skim.  milk, ripe banana and sweetener, put it in my Magic Bullet. Tastes great and very filling! Great buy at Amazon. Hard to find where I live.",human
Nice,human
Work's great,human
It’s okay but too pricey,human
I love the size of it bc it is able to fit all of my vitamins etc but the locking feature is difficult to use,human
These are exactly what I was looking for. The description is perfect.,human
"good quality, I think",human
The times are printed backward and the compartments range from “impossible to open” to “does not close.” Honestly the worst organizer I’ve used.,human
The best hair straightener i ever had. Leaves my hair soft and beautiful.,human
I received what exactly was pictured. All items are of great quality and you just can’t beat the price. I would purchase again.,human
Once a year and for inconvenient food illness...amazing results in a two week span. A+,human
I'll keep working on it.  Need something for back pain.,human
Great flavor,human
cheap and see through,human
"Smells good enough, but taking the plastic inner cap off to be able to access the product with a pipette was way too difficult. Broke nails and spilled some trying to get that darn thing off. Won’t be buying again.",human
Fit perfectly in my momcozy S9 pro,human
I had to go into the Internet to find out how to use this product because the instructions it came with did not help at all.,human
The only result for review is because of bags quality.,human
These came in a timely manner.,human
Bought these cute plates for a picnic.,human
"My whole family loves these immunity bites. My 2 year old daughter says they're so delicious and gets so excited for her daily dose. As a parent, I love that these are made of real fruit, don't have added sugar, are organic, and that I don't have to force my daughter to eat them. Thank you Llama Naturals for another great product :)",human
"Super easy to use, works great. With just one time use I see a big difference. It made my teeth 2 shades whiter with just one time use. Great product.",human
What arrived was not what is illustrated. Also the material and construction is cheap. Total deception and it was immediately returned for a refund. I only gave it one star for that is the lowest rating I can give it here.,human
Good product for a great price. Fits my electric toothbrush perfectly.,human
Great product.  Used for years and glad Amazon seller had in stock as local stores were out.  Will buy online from no on.,human
Very thin bags. They can tear if not pulled right from the roll.,human
Very handy. Four stars because it is expensive.  I'd give it six for utility. Keeps the drawers tidy and enables keeping track of how many are where.  This would make a great promotion for a battery company. We have some for most all the sizes and I can't make sense of the pricing algorithms other than to say all are priced way more than intrinsic value would suggest. But as far as disposable income goes we have burned through a lot more elsewhere and gotten way less use.  When these get loss leadered or misprinted I will stock up big time.,human
Love these brushes for my electric tooth brush,human
For the arches on my feet when I where high heels,human
"By far the best toothpicks out there. I’ve been using them to not chew tobacco. The best I can tell they are made in the USA, my only complaint is that some of them don’t hold up and break easily.Overall a solid investment",human
Best products and smells good,human
This is the best Wintergreen alcohol I have come across.  This is very authentic and you can definitely smell the mint. It took a little while to receive because it came from Jamaica but it was worth the wait.  I had a minor issue but the seller responded quickly and resolved my issue.  I do recommend this product to anyone who wants an authentic product that works.  This is much better than what's sold in the US.,human
"I’ve bought Rise multiple times and it’s a phenomenal product. Tastes great but more importantly, it works. The coconut powder and salts are a great added benefit to an amino product. Always feel better after drinking it",human
"My nails are so soft I can bend them right over the tip of my finger and they grow very slowly. I read biotin can help and these are a high dose, which is why I picked them. Thicker hair would be a bonus. I've been taking them for 6 weeks.So far there's zero improvement in my nails. And my hair has been falling out. That could be a side effect of anesthesia from two eye surgeries in two weeks, and it has finally slowed. There's new hair growth, so we'll see. I'll give it until the bottles run out.FYI, this stuff stinks. Like grass clippings, but not fresh, like they got left in the garage for a month. It helps some to leave the cap off.",human
Very helpful in giving me genealogy leads and identifying various people with my same last name who may well be my ancestors.,human
"nice, really cute print.",human
This came faster than expected and the bamboo is nice and sturdy. I like the Japanese practice of starting the day with warming up the feet on these and thus the whole body; however I did not think the reflexology nubs were necessary. I have a fairly small foot and the width of this bamboo was already too wide so adding extra bumps actually didn't accommodate my foot well. I will order a plain bamboo item next time and suggest a  more precise instruments to focus on reflexology separately.,human
The best deodorant ever! I'll need to buy more !!!,human
So far we love these toothbrushes. Good value for the price. And we really like the various settings. Our favorite is the two minute timer that pauses a quick moment every 30 seconds to let you know when to switch to another quadrant of your mouth. Very cool!,human
This is a UV-C for heating and air conditioning. It is installed in the area where the ductwork goes before it gets into your home. I have been using the smaller UV portable units but I have to be careful to not run it with the animals around or humans. This will prevent me having to do the getting everyone out of the house for a while and running the other ones.,human
"Great call, buck come running",human
"I like toothpaste, it what I was expected !Shipping not so long time",human
"Get what you pay for, does not really do anything, gets real hot tho.",human
This product is made very well. The wood is sturdy and thick. The scrubbies hold soap very well.,human
Great for the money,human
"They look better in the photo. Very bland, very cheap looking. Had to add my own nail polish to spice them up. But couldn't go a day without them popping off. Going to try a different nail glue. But won't buy again.",human
We have been using kinesiology tape for many years.  Most of the tapes are much more expensive and their small size means we end up wasting some at the end of the roll.  The quality of this tape and the fact that it is in a large roll make it the perfect tape for our use.  We highly recommend it.,human
Package arrived ahead of time.  Well packaged but easy to open.  (A plus in my book) Life Extension  Zinc tabs are a daily addition to my vitamin regime.,human
I have gotten other pillows like this and this one is firmer than most. It does a good job at keeping your knees separated while sleeping. I also use these types of pillows on the couch to keep my neck in a comfortable position. Most of the other pillows are on the squishy side used as a pillow and this one is quite firm.,human
It was in excellant condition alot better than I expected. Was everything I thought it would be. i have ordered a second one already,human
Premium Amazing lights sooo bright,human
Decent back packing kit. Has all essentials needed if problem arrives. Comes in very good portable case that makes transport easy.,human
Worked exceptionally well for my family. We noticed our gut flora improve quickly.  Helps with exzema flares.,human
"Great, light, slightly tinted. I'm going to run out of this quickly!",human
"The product already had the protective seal peeled back, and it looks like a portion of it was missing.",human
First day using it literally the 1st time blowing it up it had a hole in the top and  went down . The base was filled with ice and drinks not moved at all and it just went flat over time too . Waste of money . No refund given because I didn’t bother sending it back since it was wet and flat not worth the hassle .,human
My kids did not like it,human
"Great Product, Perfect Seller A+",human
Its trash the handle is the only part that vibrates so its a regular toothbrush with a vibrating handle.,human
The tablets did not give off much of anyscent at all in the shower. Will not buy again,human
I was looking for a super glue type cut closer. This stuff hardens very slow. And it washes off in the shower. waste of money,human
"Item came promptly & packaged well. It looks even better in person & has great volume. I seen all the negative reviews for this which aren't all correct. The waves sounds just like white noise to me. Sadly it needs to be plugged into a power source to function but for the $4.99 I paid, I can't complain.",human
"Must be working. No longer have to get up multiple times to use the bathroom during my sleep time.As with all there products I love the bottles, Not an embarrassment. Can display with ease.I purchased this for free or a discounted price to use, and to give my unbiased opinion.",human
Works nicely but only for 30 minutes...,human
Works great,human
These were all very sturdy and pretty. I was happy with them. Worked great for the baby shower!,human
Nothing,human
"B vitamins are needed when you are on a vegetarian diet or when you are just stressed out by life's challenges. These easy-to-use tubes are portable and travel well. They save you from having to swallow more pills. These are pleasantly strawberry flavored and provide B3, B6, B7, B9 and B12. The other ingredients include distilled water, vegetable glycerin, citric acid, potassium sorbate and natural flavorings. They taste great. To your health...please consult with a doctor before taking supplements. Personally these make me feel calmer and less anxious.~The Rebecca Review",human
"These are ... OK.  Nothing to write home about.  I like the leather, but that's about all that distinguishes these from other similar products, and frankly, I like some of the other Dr. Scholl's insoles much better in terms of comfort.I tried them in two different pairs of shoes.  Yes, the bottom of the insole is &#34;sticky,&#34; but it's more &#34;tacky&#34; than &#34;sticky,&#34; and I think the purpose is to keep the insole from shifting position.  I had no trouble moving them from one pair to the other.  I first tried them on an older pair of high-end flats that are almost past their expiration date.  Noticed a little more &#34;squishy&#34; feeling, but other than that, nothing.  Moved them to an el cheapo pair of flats with almost no cushioning in the soles.  Again, a slight feeling of &#34;squishiness,&#34; but nothing that I'd say was praise-worthy.For me, then, they're OK.  Nothing great, nothing really wrong with them.  They just didn't make enough of a difference for me to recommend them enthusiastically.  3 stars ...",human
It worked great,human
"I like this vegan omega 3 because I don’t get any after taste. Not the easiest to swallow, but I don’t care as long as don’t get algae flavor after!",human
Worked as your would expect.,human
Great Santa hat. Wore it for company holiday party and received many compliments!,human
I was concerned that the black quilted material may look a bit feminine as I had purchased two of these for Christmas gifts for men. My husband said they were fine. Perhaps it was the sleeve it was packaged in which is pinkish and lavender. That being said it's a nice kit with all the essential tools and would work for either a male or female.,human
"Supplements were a great deal, cheaper than the local nutrition store.  Plan to order again in the future.  No complaints at all but just so everyone knows, Amino Acids taste TERRIBLE!  They also give you terrible breathe while you're eatingdrinking it.  Just a heads up, I wasn't aware of this until after I started them.",human
Ok,human
Have to be up late studying on the computer and these have made sleeping afterwards a LOT easier!,human
I'm kind of between a 6 and a 6 12 so some shoes are too tight and some are a little loose.  These pads help with the 6 12 for the ones that are a little loose. Adds a bit more comfort for long wear.,human
Always use this. Covers well. Easy to use.,human
Love the bracelet. Good quality. Not sure if it helps my arthritis or not..but I think so. I would recommend buying it,human
Me llego completo y tal cual como lo dicen en las especificaciones!,human
Not bad for price,human
"My poor girl dog has a yeast infection affecting her vulva and surrounding tissues. These worked immediately to soothe and cleanse the area. Also, note that there is an extremely well-priced spray also available on Amazon called Veterinary Formula Antiseptic & Antifungal Spray with the same active ingredients. I am using it to supplement her care.",human
I’ve been fighting with my daughter trying to get her to take other brands. There is no way to cover up the iron smell and flavor of iron. She seams not to fight as much when we started with this brand.,human
"A great product, not too easy to open for older people",human
Works great as instructed.  Heating &#60;2 minutes and lasts 20-30 minutes.  Very gentle gradual heat release.  Size is just right for all body locations.  Great for period cramps back pain and other. Great packaging and fast shipping.  Recommend.  Thanks!,human
"It's an effective moisture barrier for at night, but I don't think it does anything but seal in moisture because I know that collagen is too big of a molecule to pass through the skin's barrier. Still super cute and great for dry skin that needs help helping itself. If your skin is so dry that it's flaking off, sleep with this on and it won't be when you wake up. However, don't put it too close to your eyes because they will water a bit.",human
"I really like this unit, so far. Just got it, set it up and tried it out. The low price kinda scared me but figured I've thrown enough of these little trimmer away at least I won't have a big investment. Unit seems fairly solid built. Love the little stand everything fits in. Remember the instructions suggest NO rechargeable battery. Tried the nose clipper and the eyebrow trimmer attachment. Both worked really well. A little nervous about taking it in the shower but if I run into a problem I'll update the review. So far so good.",human
"These things are great. My daughter loves yogurt and this adds some texture, extra flavor and extra protein to her diet. She says they're tasty enough to eat alone.",human
I just needed to have filtered water on hand to moisturize inside my nostrils.  Works great for dry climates.,human
Great item at the best price. Super fast delivery! Thanks!!,human
The piece was a little bigger than my nozzle.  Not sure if that was my fault or not but I fixed it so it works well,human
Great quality.,human
"I love these cookies i feel that i cant live without them. At least i cant diet without them. However, the whole deal with the shipping was way too long. They take their sweet time to have this shipped and the travel time is just as slow. I need my cookies asap ppl. My delicious waffers deserve a 5 mins their slow shipping 2,",human
"I was happy to get my new dickey but not happy that the knit was stiff and itchy to the neck. I wish I knew how to soften it up some.Maybe if the product had more soft fibers in it. Otherwise, its perfect to wear with open neck sweaters and blouses.",human
Wish it were just a little wider but works well.,human
"It's navy blue, not black as picturedlisted. It's still super comfy and cute though.",human
"This is one of the purest forms of the root curcumin. I have been taking these trablets by Thorne, to stave away the latest viruses going around. Helps the  immune system to do it's job, never got colds or any bug flying aound these parts.",human
"It was easy to assemble, but wouldn't stay together until I used electrical tape to secure it.",human
"I have been using a water machine to alkalize and purity the water for several years.  My research shows that it removes many minerals along with the chlorine and fluoride which is why I purchased it.  So, using the Purely-Min is my way of replacing the minerals.  I have used this brand of herbs and spices (North American Herb & Spice Co.) for many years and it is one of the best.  Nice to see that Amazon is selling it.",human
I like the designs but it rips easily.,human
Very beautiful and good looking bracelet. I like it. Easy to put on and to wear. I recommended it to my friend.,human
I LIKE IT. I use it in my stroke recovery rehab of my arm and shoulder.,human
"At first I liked the lamp, and it seemed to be doing the job. Thats why I am giving 2 stars instead of 1. However, after a week of use I realized, it was causing me headaches, maybe due to some flickering or unstable lighting, not sure!. 2 days after stopping the use, my headaches are gone. For the price, there are many good alternatives.",human
"They are very cheaply made, one broke right off. Also really really big, and I a petite person.",human
"Would not work 'out of the box'. Found a breaker switch under the seat. Still not working. i called the store and they told me to hold the brake levers in for about 30 seconds, Everything went to working then. The store gets a 5. They got right on it and fixed the problem. The manufacture gets a 3 because there is no problem section nor maintenance section in the owners manual.",human
A little pricey but the perfect size for stockings.,human
Love them!,human
Easy to use & curls my lashes better than anything else,human
"I finally found the readers that do not look like readers!  I have been looking for this specific design for well over a year. The packing is lovely.  A glass zippered case with wipe cloth, looks exactly like in picture.  I love these and will order extra pair.",human
"I have been looking for a facial cleaner for a while and this little guy caught my eye. It comes in a well packaged box and it includes a base and a charging cable. I gave it a go after receiving it and I love it, it cleans really well. The vibrations are strong and the bristles are soft. I seriously recommend this brush. it looks really really cute on my bathroom.",human
"After radiation mouth pain was severe with mint and even with kids’ toothpaste. Oranurse makes normal brushing possible and even has fluoride, which I need.",human
I use it in the shower and like it a lot.  My husband is letting me use it for awhile to see if it holds up.  If it does he will get his own.  ****Update**  I purchased another and both died before a year.  Just stopped working without any warning at all.  When it worked they worked great but they die early.  Disappointed,human
"Its the best! I wish I had it in the supermarket by my house, unfortunately they stop selling. I'm happy I can by through Amazon! Wonderful product, light, tasteful and I can use with several things, delicious!!!!",human
"This shaver is good but not great. Due to some medical issues, my husband needs a razor that is very simple to operate and charge.  This one is good for that.  However, it feels pretty flimsy.  The plastic cover will not snap on and stay on.  When I remove the head to clean the inside, it’s hard to get it back on correctly.  But overall, for the price, this is a pretty good razor, gets a reasonably close shave, is easy enough to clean, and holds it’s charge for a good long time.  I am pretty happy with it for my husband.I write honest reviews to help others make informed purchases because I read reviews myself and appreciate how helpful they can be.  I hope that my review helped you!",human
Not worth it.. Good old water bottle works just as fine and way better.,human
"i'M GLAD I ORDERED THE BASKET. IT HAS A FIRM HOLD ON MY ROLLATOR, AND THE SNAPS MAKE A HUGE DIFFERENCE COMPARED TO THE VELCRO ATTACHMENTS ON MY LAST ONE.",human
Too big and balooned out.,human
Only 4 stars because the gloves are small. The pot holders mitts work very good but do not have any silicone stripping on them which would help hold the dish better. But these are good.,human
"This thing is weaksauce!! From the “heating” rod that’s colder than my grandmas clammy hands to The vibration thats almost non existent, not surprising when you see the “bullet” vibrator inside could fit inside a thimble. It’s so High pitched I thought it might start to use the sound waves to cut up my member!!",human
Good value for the cost. My daughter seems to like it. She uses it everyday.,human
worth the money... the amount of dead-skin it takes out is incredible... me and my kids love it and you feel super clean after... myst have in my opinion...although after a month its started to grow molds... i guess its time to change them... 🫣,human
"I ordered this product twice, only to find:1.) The package was opened and content rock hard.2.) The contents were partially rock hard.",human
Sizing is way off. I even measured my foot before ordering and this still doesn't fit. Waste of time,human
"Bars are quite dry.  Make sure you have a drink nearby.  To me, it tastes like Birthday Cake flavored chalk.",human
"This is an easy switch to make both for the planet and for your wallet. I have had a set of dryer balls (a different brand) for 3+ years and they are still going strong. These don’t feel like they are wrapped quite as tightly as my old set, but I fully expect them to last over a year. They don’t leave any fuzz behind on my clothes and they don’t have any weird chemicals. This is a very affordable option to substitute for dryer sheets.",human
These are cute and there are a lot of them!  Sturdy and a nice variety. Pay close attention to the size.  There is a photo that looks like girls are holding the signs ... they aren't... signs are not that big.,human
Nose pads are sharp on skin. Otherwise I like these and will buy again when I Breakloose this pair.,human
These are amazing for my diabetic boyfriend.He sleeps in socks every night.,human
Faint smell that goes away after first use.,human
helped my lower back,human
"I developed an eczema on my eye lids as a result of sun exposure.  My usual eye creams do not work for me anymore as they irritate my extremely sensitive skin and cause new flare-ups.  While I found a few eye products that do not sting or cause more irritation, I am constantly searching for more and kind of obsessed right now to get more relief from itching and redness.  So among other eye products I ordered Body Tonique Repair and Replenish Facial and Body Oil.  It arrived promptly in a sealed 4 ounce plastic bottle.  The twist on and off lid is convenient for precise dispensing.  The oil is a mixture of several carrier oils with mostly oils that are found in the kitchen.  It also has a blend of essential oils that is kept a secret by manufacturer.  I was able to recognize lemon and lavender oils in it.  I applied this oil under my eyes only where I have eczema.  It was absorbed some but left a very noticeable greasy residue.  It felt okay on the lower lids but the oil got on my eye lashes and into my eyes and caused some eye irritation and blurred vision.  It made me blink constantly.  I should put less oil and even lower next time to prevent this from happening.  I already used jojoba, argan, moringa seed, rose hip and sea buckthorn oils and found them to work better and not leave so much greasy residue on my lids.  It is probably better to use it on the body than on the face, and definitely away from the eyes.  However, the biggest issue I have with the price.  While I was offered a promotional discount in exchange for my honest and unbiased review, I think the regular price is extremely high for what it is and I will not repurchase this product in the future.",human
"LOVE THIS LAMP!  STURDY AND WELL BUILT.  THE LAMP HEAD ALONE ADJUSTS UP AND DOWN, SIDE TO SIDE WITH CONVIENT BUILT IN HANDLE!  THE FLEXIABLE NECK ADJUSTS ALL AROUND AND THE POLE AJUST FOR HIGH OR LOW USE AND ALSO HAS A REMOVEABLE LITTLE TRAY.  LIGHT ITSELF HAS A NICE LOOKING DEFUSER AND THE BULBS (INCLUDED) LAST 10,000 HOURS!  SEE...JUST AN AWESOME LAMP...AND IT HELPS MY EYES, SEEING BETTER AND NOT TIRING SO FAST!  LOVE IT, LOVE IT, LOVE IT!*AMAZON...THANK YOU FOR THE MIRACLES YOU PERFORMED TO GET THIS LAMP TO ME!!!  COULDN'T HAVE ASKED ANYMORE OF A BEST FRIEND!  WHAT AN AWESOME BUNCH OF PEOPLE YOU ARE.. BLESS EACH ONE OF YOU!",human
I am always on the lookout for some good mangesium powders.  I use them at night before I go to sleep.HOW THIS COMESThis comes in a glass jar and is well packed.FULL?The jar in the photo was taken after I only took two scoops of product.  The fill line is about where the top of the yellow label is.  It really should be a bit fuller than it was.EASY TO TAKE?This is not difficult to take.  It is warm water to activate and then add cool water to drink it.FLAVOR?I did not find the flavor offensive.  Some of the magnesium drinks have lots of stevia which makes me gag.  This one was not like that for me at all.  It is actually pleasant to take uncluttered with sweetners.DOES IT HELPThis is really helpful to relax me at night.THE BOTTOM LINEThis powder is pleasant to take.  It is not cluttered with stevia or other additives.MY RATINGFIVE STARS. I am thrilled to have this without lots of extra flavors and enhancers added.  I only wish it was a little fuller.,human
